Alert_Number,Organization_Name,Repository_Name,State,Dependency_Package_Ecosystem,Dependency_Package_Name,Dependency_Manifest_Path,Dependency_Scope,Severity,GHSA_ID,CVE_ID,Advisory_Summary,Advisory_Description,Vulnerable_Version_Range,First_Patched_Version,CVSS_Score,CVSS_Vector,CWE_IDs,CWE_Names,Created_At,Updated_At,Dismissed_At,Dismissed_By,Dismissed_Reason,Dismissed_Comment,Fixed_At,Auto_Dismissed_At,URL,References
16,InfoMGHAS-KR,test-juice,open,npm,multer,package.json,runtime,high,GHSA-g5hg-p3ph-g8qg,CVE-2025-48997,Multer vulnerable to Denial of Service via unhandled exception,"### Impact

A vulnerability in Multer versions >=1.4.4-lts.1, <2.0.1 allows an attacker to trigger a Denial of Service (DoS) by sending an upload file request with an empty string field name. This request causes an unhandled exception, leading to a crash of the process.

### Patches

Users should upgrade to `2.0.1`

### Workarounds

None

### References

https://github.com/expressjs/multer/commit/35a3272b611945155e046dd5cef11088587635e9
https://github.com/expressjs/multer/issues/1233
https://git",">= 1.4.4-lts.1, < 2.0.1",2.0.1,0.0,,CWE-248,Uncaught Exception,2025-11-21T07:15:48Z,2025-11-21T07:15:48Z,,,,,,,https://github.com/InfoMGHAS-KR/test-juice/security/dependabot/16,"https://github.com/expressjs/multer/security/advisories/GHSA-g5hg-p3ph-g8qg, https://nvd.nist.gov/vuln/detail/CVE-2025-48997, https://github.com/expressjs/multer/issues/1233, https://github.com/expressjs/multer/pull/1256, https://github.com/expressjs/multer/commit/35a3272b611945155e046dd5cef11088587635e9"
15,InfoMGHAS-KR,test-juice,open,npm,multer,package.json,runtime,high,GHSA-4pg4-qvpc-4q3h,CVE-2025-47944,Multer vulnerable to Denial of Service from maliciously crafted requests,"### Impact
A vulnerability in Multer versions >=1.4.4-lts.1 allows an attacker to trigger a Denial of Service (DoS) by sending a malformed multi-part upload request. This request causes an unhandled exception, leading to a crash of the process.

### Patches
Users should upgrade to `2.0.0`

### Workarounds
None

### References

- https://github.com/expressjs/multer/issues/1176
- https://github.com/expressjs/multer/commit/2c8505f207d923dd8de13a9f93a4563e59933665",">= 1.4.4-lts.1, < 2.0.0",2.0.0,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,CWE-248,Uncaught Exception,2025-11-21T07:15:48Z,2025-11-21T07:15:48Z,,,,,,,https://github.com/InfoMGHAS-KR/test-juice/security/dependabot/15,"https://github.com/expressjs/multer/security/advisories/GHSA-4pg4-qvpc-4q3h, https://nvd.nist.gov/vuln/detail/CVE-2025-47944, https://github.com/expressjs/multer/issues/1176, https://github.com/expressjs/multer/commit/2c8505f207d923dd8de13a9f93a4563e59933665, https://github.com/advisories/GHSA-4pg4-qvpc-4q3h"
14,InfoMGHAS-KR,test-juice,open,npm,multer,package.json,runtime,high,GHSA-44fp-w29j-9vj5,CVE-2025-47935,Multer vulnerable to Denial of Service via memory leaks from unclosed streams,"### Impact

Multer <2.0.0 is vulnerable to a resource exhaustion and memory leak issue due to improper stream handling. When the HTTP request stream emits an error, the internal `busboy` stream is not closed, violating Node.js stream safety guidance.

This leads to unclosed streams accumulating over time, consuming memory and file descriptors. Under sustained or repeated failure conditions, this can result in denial of service, requiring manual server restarts to recover. All users of Multer han",< 2.0.0,2.0.0,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,CWE-401,Missing Release of Memory after Effective Lifetime,2025-11-21T07:15:48Z,2025-11-21T07:15:48Z,,,,,,,https://github.com/InfoMGHAS-KR/test-juice/security/dependabot/14,"https://github.com/expressjs/multer/security/advisories/GHSA-44fp-w29j-9vj5, https://nvd.nist.gov/vuln/detail/CVE-2025-47935, https://github.com/expressjs/multer/pull/1120, https://github.com/expressjs/multer/commit/2c8505f207d923dd8de13a9f93a4563e59933665, https://github.com/advisories/GHSA-44fp-w29j-9vj5"
13,InfoMGHAS-KR,test-juice,open,npm,socket.io,package.json,runtime,medium,GHSA-25hc-qcg6-38wj,CVE-2024-38355,socket.io has an unhandled 'error' event,"### Impact

A specially crafted Socket.IO packet can trigger an uncaught exception on the Socket.IO server, thus killing the Node.js process.

```
node:events:502
    throw err; // Unhandled 'error' event
    ^

Error [ERR_UNHANDLED_ERROR]: Unhandled error. (undefined)
    at new NodeError (node:internal/errors:405:5)
    at Socket.emit (node:events:500:17)
    at /myapp/node_modules/socket.io/lib/socket.js:531:14
    at process.processTicksAndRejections (node:internal/process/task_queues:77:11)",">= 3.0.0, < 4.6.2",4.6.2,7.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,"CWE-20, CWE-754","Improper Input Validation, Improper Check for Unusual or Exceptional Conditions",2025-11-21T07:15:47Z,2025-11-21T07:15:47Z,,,,,,,https://github.com/InfoMGHAS-KR/test-juice/security/dependabot/13,"https://github.com/socketio/socket.io/security/advisories/GHSA-25hc-qcg6-38wj, https://github.com/socketio/socket.io/commit/15af22fc22bc6030fcead322c106f07640336115, https://github.com/socketio/socket.io/commit/d30630ba10562bf987f4d2b42440fc41a828119c, https://nvd.nist.gov/vuln/detail/CVE-2024-38355, https://github.com/advisories/GHSA-25hc-qcg6-38wj"
12,InfoMGHAS-KR,test-juice,open,npm,sanitize-html,package.json,runtime,high,GHSA-cgfm-xwp7-2cvr,CVE-2022-25887,Sanitize-html Vulnerable To REDoS Attacks,The package sanitize-html before 2.7.1 are vulnerable to Regular Expression Denial of Service (ReDoS) due to insecure global regular expression replacement logic of HTML comment removal.,< 2.7.1,2.7.1,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,CWE-1333,Inefficient Regular Expression Complexity,2025-11-21T07:15:47Z,2025-11-21T07:15:47Z,,,,,,,https://github.com/InfoMGHAS-KR/test-juice/security/dependabot/12,"https://nvd.nist.gov/vuln/detail/CVE-2022-25887, https://github.com/apostrophecms/sanitize-html/pull/557, https://github.com/apostrophecms/sanitize-html/commit/b4682c12fd30e12e82fa2d9b766de91d7d2cd23c, https://security.snyk.io/vuln/SNYK-JAVA-ORGWEBJARSNPM-3008102, https://security.snyk.io/vuln/SNYK-JS-SANITIZEHTML-2957526"
11,InfoMGHAS-KR,test-juice,open,npm,sanitize-html,package.json,runtime,medium,GHSA-rm97-x556-q36h,CVE-2024-21501,sanitize-html Information Exposure vulnerability,"Versions of the package sanitize-html before 2.12.1 are vulnerable to Information Exposure when used on the backend and with the style attribute allowed, allowing enumeration of files in the system (including project dependencies). An attacker could exploit this vulnerability to gather details about the file system structure and dependencies of the targeted server.",< 2.12.1,2.12.1,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,"CWE-200, CWE-538","Exposure of Sensitive Information to an Unauthorized Actor, Insertion of Sensitive Information into Externally-Accessible File or Directory",2025-11-21T07:15:47Z,2025-11-21T07:15:47Z,,,,,,,https://github.com/InfoMGHAS-KR/test-juice/security/dependabot/11,"https://nvd.nist.gov/vuln/detail/CVE-2024-21501, https://github.com/apostrophecms/sanitize-html/pull/650, https://github.com/apostrophecms/sanitize-html/commit/c5dbdf77fe8b836d3bf4554ea39edb45281ec0b4, https://gist.github.com/Slonser/8b4d061abe6ee1b2e10c7242987674cf, https://github.com/apostrophecms/apostrophe/discussions/4436"
10,InfoMGHAS-KR,test-juice,open,npm,jsonwebtoken,package.json,runtime,medium,GHSA-qwph-4952-7xr6,CVE-2022-23540,jsonwebtoken vulnerable to signature validation bypass due to insecure default algorithm in jwt.verify(),"# Overview

In versions <=8.5.1 of jsonwebtoken library, lack of algorithm definition and a falsy secret or key in the `jwt.verify()` function can lead to signature validation bypass due to defaulting to the `none` algorithm for signature verification.

# Am I affected?
You will be affected if all the following are true in the `jwt.verify()` function:
- a token with no signature is received
- no algorithms are specified 
- a falsy (e.g. null, false, undefined) secret or key is passed 

# How do ",< 9.0.0,9.0.0,6.4,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:L/I:H/A:L,"CWE-287, CWE-327, CWE-347","Improper Authentication, Use of a Broken or Risky Cryptographic Algorithm, Improper Verification of Cryptographic Signature",2025-11-21T07:15:47Z,2025-11-21T07:15:47Z,,,,,,,https://github.com/InfoMGHAS-KR/test-juice/security/dependabot/10,"https://github.com/auth0/node-jsonwebtoken/security/advisories/GHSA-qwph-4952-7xr6, https://github.com/auth0/node-jsonwebtoken/commit/e1fa9dcc12054a8681db4e6373da1b30cf7016e3, https://nvd.nist.gov/vuln/detail/CVE-2022-23540, https://security.netapp.com/advisory/ntap-20240621-0007, https://github.com/advisories/GHSA-qwph-4952-7xr6"
9,InfoMGHAS-KR,test-juice,open,npm,jsonwebtoken,package.json,runtime,medium,GHSA-hjrf-2m68-5959,CVE-2022-23541,jsonwebtoken's insecure implementation of key retrieval function could lead to Forgeable Public/Private Tokens from RSA to HMAC,"# Overview

Versions `<=8.5.1` of `jsonwebtoken` library can be misconfigured so that passing a poorly implemented key retrieval function (referring to the `secretOrPublicKey` argument from the [readme link](https://github.com/auth0/node-jsonwebtoken#jwtverifytoken-secretorpublickey-options-callback)) will result in incorrect verification of tokens. There is a possibility of using a different algorithm and key combination in verification  than the one that was used to sign the tokens. Specifical",<= 8.5.1,9.0.0,5.0,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:L/I:L/A:L,"CWE-287, CWE-1259","Improper Authentication, Improper Restriction of Security Token Assignment",2025-11-21T07:15:47Z,2025-11-21T07:15:47Z,,,,,,,https://github.com/InfoMGHAS-KR/test-juice/security/dependabot/9,"https://github.com/auth0/node-jsonwebtoken/security/advisories/GHSA-hjrf-2m68-5959, https://github.com/auth0/node-jsonwebtoken/commit/e1fa9dcc12054a8681db4e6373da1b30cf7016e3, https://nvd.nist.gov/vuln/detail/CVE-2022-23541, https://github.com/auth0/node-jsonwebtoken/releases/tag/v9.0.0, https://security.netapp.com/advisory/ntap-20240621-0007"
8,InfoMGHAS-KR,test-juice,open,npm,jsonwebtoken,package.json,runtime,high,GHSA-8cf7-32gw-wr33,CVE-2022-23539,jsonwebtoken unrestricted key type could lead to legacy keys usage ,"# Overview

Versions `<=8.5.1` of `jsonwebtoken` library could be misconfigured so that legacy, insecure key types are used for signature verification. For example, DSA keys could be used with the RS256 algorithm. 

# Am I affected?

You are affected if you are using an algorithm and a key type other than the combinations mentioned below

| Key type |  algorithm                                    |
|----------|------------------------------------------|
| ec           | ES256, ES384, ES512      ",<= 8.5.1,9.0.0,8.1,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,CWE-327,Use of a Broken or Risky Cryptographic Algorithm,2025-11-21T07:15:47Z,2025-11-21T07:15:47Z,,,,,,,https://github.com/InfoMGHAS-KR/test-juice/security/dependabot/8,"https://github.com/auth0/node-jsonwebtoken/security/advisories/GHSA-8cf7-32gw-wr33, https://github.com/auth0/node-jsonwebtoken/commit/e1fa9dcc12054a8681db4e6373da1b30cf7016e3, https://nvd.nist.gov/vuln/detail/CVE-2022-23539, https://security.netapp.com/advisory/ntap-20240621-0007, https://github.com/advisories/GHSA-8cf7-32gw-wr33"
7,InfoMGHAS-KR,test-juice,open,npm,sanitize-html,package.json,runtime,medium,GHSA-rjqq-98f6-6j3r,CVE-2021-26539,Improper Input Validation in sanitize-html,"Apostrophe Technologies sanitize-html before 2.3.1 does not properly handle internationalized domain name (IDN) which could allow an attacker to bypass hostname whitelist validation set by the ""allowedIframeHostnames"" option.",< 2.3.1,2.3.1,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,CWE-20,Improper Input Validation,2025-11-21T07:15:47Z,2025-11-21T07:15:47Z,,,,,,,https://github.com/InfoMGHAS-KR/test-juice/security/dependabot/7,"https://nvd.nist.gov/vuln/detail/CVE-2021-26539, https://github.com/apostrophecms/sanitize-html/pull/458, https://advisory.checkmarx.net/advisory/CX-2021-4308, https://github.com/apostrophecms/sanitize-html/blob/main/CHANGELOG.md#231-2021-01-22, https://github.com/apostrophecms/sanitize-html/commit/bdf7836ef8f0e5b21f9a1aab0623ae8fcd09c1da"
6,InfoMGHAS-KR,test-juice,open,npm,sanitize-html,package.json,runtime,medium,GHSA-mjxr-4v3x-q3m4,CVE-2021-26540,Improper Input Validation in sanitize-html,"Apostrophe Technologies sanitize-html before 2.3.2 does not properly validate the hostnames set by the ""allowedIframeHostnames"" option when the ""allowIframeRelativeUrls"" is set to true, which allows attackers to bypass hostname whitelist for iframe element, related using an src value that starts with ""/\\example.com"".",< 2.3.2,2.3.2,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,CWE-20,Improper Input Validation,2025-11-21T07:15:47Z,2025-11-21T07:15:47Z,,,,,,,https://github.com/InfoMGHAS-KR/test-juice/security/dependabot/6,"https://nvd.nist.gov/vuln/detail/CVE-2021-26540, https://github.com/apostrophecms/sanitize-html/pull/460, https://advisory.checkmarx.net/advisory/CX-2021-4309, https://github.com/apostrophecms/sanitize-html/blob/main/CHANGELOG.md#232-2021-01-26, https://github.com/advisories/GHSA-mjxr-4v3x-q3m4"
5,InfoMGHAS-KR,test-juice,open,npm,marsdb,package.json,runtime,critical,GHSA-5mrr-rgp6-x4gr,,Command Injection in marsdb,"All versions of `marsdb` are vulnerable to Command Injection. In the `DocumentMatcher` class, selectors on `$where` clauses are passed to a Function constructor unsanitized. This allows attackers to run arbitrary commands in the system when the function is executed.


## Recommendation

No fix is currently available. Consider using an alternative package until a fix is made available.",>= 0.0.0,,0.0,,CWE-77,Improper Neutralization of Special Elements used in a Command ('Command Injection'),2025-11-21T07:15:46Z,2025-11-21T07:15:46Z,,,,,,,https://github.com/InfoMGHAS-KR/test-juice/security/dependabot/5,"https://github.com/bkimminich/juice-shop/issues/1173, https://www.npmjs.com/advisories/1122, https://github.com/advisories/GHSA-5mrr-rgp6-x4gr"
4,InfoMGHAS-KR,test-juice,open,npm,express-jwt,package.json,runtime,high,GHSA-6g6m-m6h5-w9gf,CVE-2020-15084,Authorization bypass in express-jwt,"### Overview
Versions before and including 5.3.3, we are not enforcing the **algorithms** entry to be specified in the configuration.
When **algorithms** is not specified in the configuration, with the combination of jwks-rsa, it may lead to authorization bypass. 

### Am I affected?
You are affected by this vulnerability if all of the following conditions apply:

You are using express-jwt
AND 
You do not have **algorithms**  configured in your express-jwt configuration.
AND
You are using librar",<= 5.3.3,6.0.0,7.7,CVSS:3.1/AV:N/AC:H/PR:L/UI:R/S:C/C:H/I:H/A:N,"CWE-285, CWE-863","Improper Authorization, Incorrect Authorization",2025-11-21T07:15:46Z,2025-11-21T07:15:46Z,,,,,,,https://github.com/InfoMGHAS-KR/test-juice/security/dependabot/4,"https://github.com/auth0/express-jwt/security/advisories/GHSA-6g6m-m6h5-w9gf, https://github.com/auth0/express-jwt/commit/7ecab5f8f0cab5297c2b863596566eb0c019cdef, https://nvd.nist.gov/vuln/detail/CVE-2020-15084, https://github.com/advisories/GHSA-6g6m-m6h5-w9gf"
3,InfoMGHAS-KR,test-juice,open,npm,sanitize-html,package.json,runtime,medium,GHSA-3j7m-hmh3-9jmp,CVE-2016-1000237,Cross-Site Scripting in sanitize-html,"Affected versions of `sanitize-html` do not sanitize input recursively, which may allow an attacker to execute arbitrary Javascript.


## Recommendation

Update to version 1.4.3 or later.",< 1.4.3,1.4.3,6.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),2025-11-21T07:15:46Z,2025-11-21T07:15:46Z,,,,,,,https://github.com/InfoMGHAS-KR/test-juice/security/dependabot/3,"https://nvd.nist.gov/vuln/detail/CVE-2016-1000237, https://github.com/apostrophecms/sanitize-html/issues/29, https://github.com/apostrophecms/sanitize-html/commit/762fbc7bba389f3f789cc291c1eb2b64f60f2caf, https://raw.githubusercontent.com/distributedweaknessfiling/cvelist/master/2016/1000xxx/CVE-2016-1000237.json, https://github.com/punkave/sanitize-html/issues/29"
2,InfoMGHAS-KR,test-juice,open,npm,sanitize-html,package.json,runtime,medium,GHSA-xc6g-ggrc-qq4r,CVE-2017-16016,Cross-Site Scripting in sanitize-html,"Affected versions of `sanitize-html` are vulnerable to cross-site scripting when allowedTags includes at least one `nonTextTag`.

## Proof of Concept

```js
var sanitizeHtml = require('sanitize-html');

var dirty = '!<textarea>&lt;/textarea&gt;<svg/onload=prompt`xs`&gt;</textarea>!';
var clean = sanitizeHtml(dirty, {
    allowedTags: [ 'textarea' ]
});

console.log(clean);

// !<textarea></textarea><svg/onload=prompt`xs`></textarea>!
```


## Recommendation

Update to version 1.11.4 or later.",<= 1.11.1,1.11.4,0.0,,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),2025-11-21T07:15:46Z,2025-11-21T07:15:46Z,,,,,,,https://github.com/InfoMGHAS-KR/test-juice/security/dependabot/2,"https://nvd.nist.gov/vuln/detail/CVE-2017-16016, https://github.com/punkave/sanitize-html/issues/100, https://github.com/punkave/sanitize-html/commit/5d205a1005ba0df80e21d8c64a15bb3accdb2403))), https://github.com/advisories/GHSA-xc6g-ggrc-qq4r, https://npmjs.com/package/sanitize-html#discarding-the-entire-contents-of-a-disallowed-tag"
1,InfoMGHAS-KR,test-juice,open,npm,jsonwebtoken,package.json,runtime,critical,GHSA-c7hr-j4mj-j2w6,CVE-2015-9235,Verification Bypass in jsonwebtoken,"Versions 4.2.1 and earlier of `jsonwebtoken` are affected by a verification bypass vulnerability. This is a result of weak validation of the JWT algorithm type, occuring when an attacker is allowed to arbitrarily specify the JWT algorithm.




## Recommendation

Update to version 4.2.2 or later.",< 4.2.2,4.2.2,0.0,,CWE-20,Improper Input Validation,2025-11-21T07:15:46Z,2025-11-21T07:15:46Z,,,,,,,https://github.com/InfoMGHAS-KR/test-juice/security/dependabot/1,"https://nvd.nist.gov/vuln/detail/CVE-2015-9235, https://github.com/auth0/node-jsonwebtoken/commit/1bb584bc382295eeb7ee8c4452a673a77a68b687, https://auth0.com/blog/2015/03/31/critical-vulnerabilities-in-json-web-token-libraries/, https://github.com/advisories/GHSA-c7hr-j4mj-j2w6, https://www.npmjs.com/advisories/17"
353,InfoMGHAS-KR,GHAS-new-features,open,npm,lodash,package.json,runtime,medium,GHSA-29mw-wpgm-hmr9,CVE-2020-28500,Regular Expression Denial of Service (ReDoS) in lodash,"All versions of package lodash prior to 4.17.21 are vulnerable to Regular Expression Denial of Service (ReDoS) via the `toNumber`, `trim` and `trimEnd` functions. 

Steps to reproduce (provided by reporter Liyuan Chen):
```js
var lo = require('lodash');

function build_blank(n) {
    var ret = ""1""
    for (var i = 0; i < n; i++) {
        ret += "" ""
    }
    return ret + ""1"";
}
var s = build_blank(50000) var time0 = Date.now();
lo.trim(s) 
var time_cost0 = Date.now() - time0;
console.log(""time_",">= 4.0.0, < 4.17.21",4.17.21,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,"CWE-400, CWE-1333","Uncontrolled Resource Consumption, Inefficient Regular Expression Complexity",2025-09-30T09:14:06Z,2025-09-30T09:14:06Z,,,,,,,https://github.com/InfoMGHAS-KR/GHAS-new-features/security/dependabot/353,"https://nvd.nist.gov/vuln/detail/CVE-2020-28500, https://github.com/lodash/lodash/pull/5065, https://github.com/lodash/lodash/pull/5065/commits/02906b8191d3c100c193fe6f7b27d1c40f200bb7, https://github.com/lodash/lodash/blob/npm/trimEnd.js%23L8, https://snyk.io/vuln/SNYK-JS-LODASH-1018905"
352,InfoMGHAS-KR,GHAS-new-features,open,npm,axios,package.json,runtime,high,GHSA-4hjh-wcwx-xvwj,CVE-2025-58754,Axios is vulnerable to DoS attack through lack of data size check,"## Summary

When Axios runs on Node.js and is given a URL with the `data:` scheme, it does not perform HTTP. Instead, its Node http adapter decodes the entire payload into memory (`Buffer`/`Blob`) and returns a synthetic 200 response.
This path ignores `maxContentLength` / `maxBodyLength` (which only protect HTTP responses), so an attacker can supply a very large `data:` URI and cause the process to allocate unbounded memory and crash (DoS), even if the caller requested `responseType: 'stream'`.",< 0.30.2,0.30.2,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,CWE-770,Allocation of Resources Without Limits or Throttling,2025-09-30T06:12:45Z,2025-09-30T06:12:45Z,,,,,,,https://github.com/InfoMGHAS-KR/GHAS-new-features/security/dependabot/352,"https://github.com/axios/axios/security/advisories/GHSA-4hjh-wcwx-xvwj, https://github.com/axios/axios/pull/7011, https://github.com/axios/axios/commit/945435fc51467303768202250debb8d4ae892593, https://github.com/axios/axios/releases/tag/v1.12.0, https://nvd.nist.gov/vuln/detail/CVE-2025-58754"
351,InfoMGHAS-KR,GHAS-new-features,open,maven,org.springframework:spring-core,pom.xml,runtime,high,GHSA-jmp9-x22r-554x,CVE-2025-41249,Spring Framework annotation detection mechanism may result in improper authorization,"The Spring Framework annotation detection mechanism may not correctly resolve annotations on methods within type hierarchies with a parameterized super type with unbounded generics. This can be an issue if such annotations are used for authorization decisions.

Your application may be affected by this if you are using Spring Security's @EnableMethodSecurity feature.

You are not affected by this if you are not using @EnableMethodSecurity or if you do not use security annotations on methods in ge",">= 5.3.0, <= 5.3.44",,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,"CWE-285, CWE-863","Improper Authorization, Incorrect Authorization",2025-09-16T19:40:04Z,2025-09-16T19:40:04Z,,,,,,,https://github.com/InfoMGHAS-KR/GHAS-new-features/security/dependabot/351,"https://nvd.nist.gov/vuln/detail/CVE-2025-41249, https://spring.io/security/cve-2025-41249, https://github.com/spring-projects/spring-framework/issues/35342, https://github.com/spring-projects/spring-framework/commit/6d710d482a6785b069e35022e81758953afc21ff, https://github.com/spring-projects/spring-framework/releases/tag/v6.2.11"
18,InfoMGHAS-KR,ghas-juiceshop,open,npm,sanitize-html,package.json,runtime,medium,GHSA-qhxp-v273-g94h,CVE-2019-25225,sanitize-html is vulnerable to XSS through incomprehensive sanitization,"`sanitize-html` prior to version 2.0.0-beta is vulnerable to Cross-site Scripting (XSS). The `sanitizeHtml()` function in `index.js` does not sanitize content when using the custom `transformTags` option, which is intended to convert attribute values into text. As a result, malicious input can be transformed into executable code.",< 2.0.0-beta,2.0.0-beta,6.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),2025-09-12T20:03:56Z,2025-09-12T20:03:56Z,,,,,,,https://github.com/InfoMGHAS-KR/ghas-juiceshop/security/dependabot/18,"https://nvd.nist.gov/vuln/detail/CVE-2019-25225, https://github.com/apostrophecms/sanitize-html/issues/293, https://github.com/apostrophecms/sanitize-html/pull/156, https://github.com/apostrophecms/sanitize-html/commit/712cb6895825c8bb6ede71a16b42bade42abcaf3, https://github.com/Checkmarx/Vulnerabilities-Proofs-of-Concept/tree/main/2019/CVE-2019-25225"
18,InfoMGHAS-KR,juice-shop,open,npm,sanitize-html,package.json,runtime,medium,GHSA-qhxp-v273-g94h,CVE-2019-25225,sanitize-html is vulnerable to XSS through incomprehensive sanitization,"`sanitize-html` prior to version 2.0.0-beta is vulnerable to Cross-site Scripting (XSS). The `sanitizeHtml()` function in `index.js` does not sanitize content when using the custom `transformTags` option, which is intended to convert attribute values into text. As a result, malicious input can be transformed into executable code.",< 2.0.0-beta,2.0.0-beta,6.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),2025-09-12T20:03:56Z,2025-09-12T20:03:56Z,,,,,,,https://github.com/InfoMGHAS-KR/juice-shop/security/dependabot/18,"https://nvd.nist.gov/vuln/detail/CVE-2019-25225, https://github.com/apostrophecms/sanitize-html/issues/293, https://github.com/apostrophecms/sanitize-html/pull/156, https://github.com/apostrophecms/sanitize-html/commit/712cb6895825c8bb6ede71a16b42bade42abcaf3, https://github.com/Checkmarx/Vulnerabilities-Proofs-of-Concept/tree/main/2019/CVE-2019-25225"
349,InfoMGHAS-KR,GHAS-new-features,open,pip,requests,requirements.txt,runtime,medium,GHSA-9hjg-9r4m-mvj7,CVE-2024-47081,Requests vulnerable to .netrc credentials leak via malicious URLs,"### Impact

Due to a URL parsing issue, Requests releases prior to 2.32.4 may leak .netrc credentials to third parties for specific maliciously-crafted URLs.

### Workarounds
For older versions of Requests, use of the .netrc file can be disabled with `trust_env=False` on your Requests Session ([docs](https://requests.readthedocs.io/en/latest/api/#requests.Session.trust_env)).

### References
https://github.com/psf/requests/pull/6965
https://seclists.org/fulldisclosure/2025/Jun/2",< 2.32.4,2.32.4,5.3,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:N/A:N,CWE-522,Insufficiently Protected Credentials,2025-08-13T05:11:48Z,2025-08-13T05:11:48Z,,,,,,,https://github.com/InfoMGHAS-KR/GHAS-new-features/security/dependabot/349,"https://github.com/psf/requests/security/advisories/GHSA-9hjg-9r4m-mvj7, https://nvd.nist.gov/vuln/detail/CVE-2024-47081, https://github.com/psf/requests/pull/6965, https://github.com/psf/requests/commit/96ba401c1296ab1dda74a2365ef36d88f7d144ef, https://requests.readthedocs.io/en/latest/api/#requests.Session.trust_env"
348,InfoMGHAS-KR,GHAS-new-features,open,pip,requests,pyproject.toml,runtime,medium,GHSA-9hjg-9r4m-mvj7,CVE-2024-47081,Requests vulnerable to .netrc credentials leak via malicious URLs,"### Impact

Due to a URL parsing issue, Requests releases prior to 2.32.4 may leak .netrc credentials to third parties for specific maliciously-crafted URLs.

### Workarounds
For older versions of Requests, use of the .netrc file can be disabled with `trust_env=False` on your Requests Session ([docs](https://requests.readthedocs.io/en/latest/api/#requests.Session.trust_env)).

### References
https://github.com/psf/requests/pull/6965
https://seclists.org/fulldisclosure/2025/Jun/2",< 2.32.4,2.32.4,5.3,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:N/A:N,CWE-522,Insufficiently Protected Credentials,2025-08-13T05:11:37Z,2025-08-13T05:11:37Z,,,,,,,https://github.com/InfoMGHAS-KR/GHAS-new-features/security/dependabot/348,"https://github.com/psf/requests/security/advisories/GHSA-9hjg-9r4m-mvj7, https://nvd.nist.gov/vuln/detail/CVE-2024-47081, https://github.com/psf/requests/pull/6965, https://github.com/psf/requests/commit/96ba401c1296ab1dda74a2365ef36d88f7d144ef, https://requests.readthedocs.io/en/latest/api/#requests.Session.trust_env"
17,InfoMGHAS-KR,ghas-juiceshop,open,npm,multer,package.json,runtime,high,GHSA-fjgf-rc76-4x9p,CVE-2025-7338,Multer vulnerable to Denial of Service via unhandled exception from malformed request,"### Impact

A vulnerability in Multer versions >= 1.4.4-lts.1, < 2.0.2 allows an attacker to trigger a Denial of Service (DoS) by sending a malformed request. This request causes an unhandled exception, leading to a crash of the process.

### Patches

Users should upgrade to `2.0.2`

### Workarounds

None",">= 1.4.4-lts.1, < 2.0.2",2.0.2,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,CWE-248,Uncaught Exception,2025-08-13T05:11:36Z,2025-08-13T05:11:36Z,,,,,,,https://github.com/InfoMGHAS-KR/ghas-juiceshop/security/dependabot/17,"https://github.com/expressjs/multer/security/advisories/GHSA-fjgf-rc76-4x9p, https://nvd.nist.gov/vuln/detail/CVE-2025-7338, https://github.com/expressjs/multer/commit/adfeaf669f0e7fe953eab191a762164a452d143b, https://cna.openjsf.org/security-advisories.html, https://github.com/advisories/GHSA-fjgf-rc76-4x9p"
